id,version_status,organism_name,annotation_provider,annotation_date
GCF_028609545.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028595865.1,replaced,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/12
GCF_028607065.1,replaced,Salmonella enterica subsp. enterica serovar Mbandaka,NCBI RefSeq,2023/02/13
GCF_000326865.1,replaced,Helobdella robusta,NCBI RefSeq,2014/09/03
GCF_000648415.1,replaced,Salmonella enterica subsp. enterica serovar Typhimurium str. 95799,NCBI RefSeq,2023/02/13
GCF_000603645.1,suppressed,Salmonella enterica subsp. enterica serovar Heidelberg str. 41576,NCBI RefSeq,2020/02/05
GCF_000414925.1,replaced,Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0286,NCBI RefSeq,2022/10/08
GCF_000414845.1,replaced,Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-0262,NCBI RefSeq,2022/10/08
GCF_000700765.1,suppressed,Salmonella enterica subsp. enterica serovar Heidelberg str. RI-11-013312,NCBI RefSeq,2020/11/08
GCF_000414825.1,replaced,Salmonella enterica subsp. enterica serovar Enteritidis str. 2009K1726,NCBI RefSeq,2022/10/08
GCF_000002035.5,replaced,Danio rerio,NCBI RefSeq,2014/09/18
GCF_000303195.1,replaced,Fusarium pseudograminearum CS3096,NCBI RefSeq,2014/09/19
GCF_000726925.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2022/10/04
GCF_000506165.1,suppressed,Pseudomonas aeruginosa JD320,NCBI RefSeq,2015/08/01
GCF_000706985.1,replaced,Vibrio parahaemolyticus,NCBI RefSeq,2015/08/07
GCF_000707545.1,replaced,Vibrio parahaemolyticus,NCBI RefSeq,2015/08/07
GCF_000707505.1,replaced,Vibrio parahaemolyticus,NCBI RefSeq,2017/03/24
GCF_000516215.1,suppressed,Acinetobacter baumannii UH6107,NCBI RefSeq,2023/06/11
GCF_000580615.1,suppressed,Acinetobacter baumannii 1440422,NCBI RefSeq,2023/12/24
GCF_000682195.1,suppressed,Acinetobacter baumannii 135867,NCBI RefSeq,2015/08/07
GCF_000752715.1,suppressed,Rickettsia aeschlimannii,NCBI RefSeq,2014/12/22
GCF_000751975.1,suppressed,Rossellomorea aquimaris,NCBI RefSeq,2017/10/18
GCF_000747445.1,suppressed,Escherichia coli O157:H7 str. 09BKT048303,NCBI RefSeq,2021/05/07
GCF_000747465.1,suppressed,Escherichia coli O157:H7 str. 08BKT061141,NCBI RefSeq,2020/01/06
GCF_000752475.1,suppressed,Haemophilus massiliensis,NCBI RefSeq,2017/03/02
GCF_000753455.1,suppressed,Clostridium jeddahitimonense,NCBI RefSeq,2019/07/04
GCF_000709245.1,suppressed,Klebsiella pneumoniae UHKPC05,NCBI RefSeq,2021/01/11
GCF_000758075.1,suppressed,Streptococcus pyogenes AA216,NCBI RefSeq,2022/12/29
GCF_000753725.1,suppressed,Vibrio cholerae O1 biovar El Tor,NCBI RefSeq,2020/04/05
GCF_000709325.1,suppressed,Cuculus canorus,NCBI RefSeq,2014/10/09
GCF_000735055.1,suppressed,Cutibacterium acnes HL202PA1,NCBI RefSeq,2023/04/10
GCF_000724805.1,replaced,Bacteroides fragilis,NCBI RefSeq,2017/04/02
GCF_000601075.1,replaced,Bacteroides fragilis str. S6R8,NCBI RefSeq,2023/03/03
GCF_000794705.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/12
GCF_033952345.1,replaced,Staphylococcus aureus,NCBI RefSeq,2023/11/29
GCF_002314965.1,suppressed,Barnesiella viscericola,NCBI RefSeq,2023/02/13
GCF_002296005.1,suppressed,Alteromonas australica,NCBI RefSeq,2023/02/13
GCF_003454485.1,suppressed,Alkalibacterium sp.,NCBI RefSeq,2023/02/13
GCF_002899755.1,suppressed,Dictyoglomus turgidum,NCBI RefSeq,2023/02/13
GCF_012519235.1,suppressed,Aminobacterium colombiense,NCBI RefSeq,2023/02/13
GCF_003444165.1,suppressed,Thermodesulfobacterium commune,NCBI RefSeq,2023/02/13
GCF_003501185.1,suppressed,Thermotoga neapolitana,NCBI RefSeq,2023/02/13
GCF_003242625.1,suppressed,Sphaerobacter thermophilus,NCBI RefSeq,2023/02/27
GCF_002684115.1,suppressed,Pseudoalteromonas sp.,NCBI RefSeq,2023/02/13
GCF_002695155.1,suppressed,Marinobacter sp.,NCBI RefSeq,2023/02/13
GCF_002718055.1,suppressed,Marinobacter sp.,NCBI RefSeq,2023/02/13
GCF_009711685.1,suppressed,Marinobacter sp.,NCBI RefSeq,2023/02/13
GCF_002733265.1,suppressed,Marinobacter sp.,NCBI RefSeq,2023/02/13
GCF_015062725.1,suppressed,Actinomyces succiniciruminis,NCBI RefSeq,2023/02/13
GCF_012523995.1,suppressed,Corynebacterium pollutisoli,NCBI RefSeq,2023/02/13
GCF_016901275.1,suppressed,Actinomyces succiniciruminis,NCBI RefSeq,2023/02/13
GCF_003543295.1,suppressed,Gemmatimonas aurantiaca,NCBI RefSeq,2023/02/13
GCF_015254865.1,suppressed,Lautropia mirabilis,NCBI RefSeq,2023/02/13
GCF_905193965.1,suppressed,Enterocloster asparagiformis,NCBI RefSeq,2023/02/13
GCF_002718255.1,suppressed,Marinobacter sp.,NCBI RefSeq,2023/02/13
GCF_020741295.1,suppressed,Campylobacter avium,NCBI RefSeq,2023/02/13
GCF_905372675.1,suppressed,Hoylesella saccharolytica,NCBI RefSeq,2023/02/13
GCF_015254895.1,suppressed,Lautropia mirabilis,NCBI RefSeq,2023/02/13
GCF_905373845.1,suppressed,Actinomyces massiliensis,NCBI RefSeq,2023/02/13
GCF_022643355.1,suppressed,Acetobacter peroxydans,NCBI RefSeq,2023/02/13
GCF_020907825.1,suppressed,Enterococcus aquimarinus,NCBI RefSeq,2023/02/13
GCF_913048195.1,suppressed,Hyphomonas atlantica,NCBI RefSeq,2023/02/13
GCF_022483945.1,suppressed,Acetobacter peroxydans,NCBI RefSeq,2023/02/13
GCF_022655115.1,suppressed,Bifidobacterium thermacidophilum,NCBI RefSeq,2023/02/13
GCF_022647925.1,suppressed,Bifidobacterium crudilactis,NCBI RefSeq,2023/02/13
GCF_022648665.1,suppressed,Bifidobacterium tibiigranuli,NCBI RefSeq,2023/02/13
GCF_934882325.1,suppressed,Dialister invisus,NCBI RefSeq,2023/02/13
GCF_022778205.1,suppressed,Butyricicoccus porcorum,NCBI RefSeq,2023/02/13
GCF_022764295.1,suppressed,Treponema berlinense,NCBI RefSeq,2023/02/13
GCF_934838675.1,suppressed,Collinsella sp. AF02-46-1,NCBI RefSeq,2023/02/13
GCF_020743535.1,suppressed,Brachybacterium faecium,NCBI RefSeq,2023/02/13
GCF_002433505.1,suppressed,Zunongwangia profunda,NCBI RefSeq,2023/02/13
GCF_002296105.1,suppressed,Alteromonas australica,NCBI RefSeq,2023/02/13
GCF_002321865.1,suppressed,Alteromonas australica,NCBI RefSeq,2023/02/13
GCF_002470725.1,suppressed,Alteromonas australica,NCBI RefSeq,2023/02/13
GCF_028664345.1,suppressed,Bacillus sp. AGAB2,NCBI RefSeq,2023/02/17
GCF_028631765.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/17
GCF_028633005.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/17
GCF_028633995.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/17
GCF_028634215.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/17
GCF_028634625.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/17
GCF_028634765.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/17
GCF_028635215.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/17
GCF_028635325.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/17
GCF_028607365.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028608665.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028608765.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028609485.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028610185.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028609045.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028609165.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028609365.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028609565.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028609105.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028609505.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028609525.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028607225.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028607325.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028610025.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028610165.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028607185.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028607265.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028607285.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028607385.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028608485.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028608805.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028610205.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028608625.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028608825.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028609145.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028609325.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_012728935.1,suppressed,Syntrophorhabdus aromaticivorans,NCBI RefSeq,2023/02/13
GCF_028609445.1,suppressed,Pseudomonas aeruginosa,NCBI RefSeq,2023/02/13
GCF_028620695.1,suppressed,Cedecea lapagei,NCBI RefSeq,2023/02/17
GCF_000746325.1,suppressed,Rhizobium sp. OK494,NCBI RefSeq,2021/04/11
GCF_000613065.1,suppressed,Richelia intracellularis,NCBI RefSeq,2014/12/21
GCF_000747625.1,suppressed,Smithella sp. SCADC,NCBI RefSeq,2015/08/16
GCF_000705595.1,replaced,Sinorhizobium americanum CCGM7,NCBI RefSeq,2015/08/16
GCF_000712635.1,replaced,Shewanella xiamenensis,NCBI RefSeq,2022/12/13
GCF_000725185.1,suppressed,Snodgrassella alvi SCGC AB-598-O11,NCBI RefSeq,2014/12/21
GCF_000638495.1,suppressed,Staphylococcus aureus C0673,NCBI RefSeq,2021/09/30
GCF_000735125.1,replaced,Sulfitobacter sp. CB2047,NCBI RefSeq,2022/01/20
GCF_000754095.1,replaced,Acidihalobacter prosperus,NCBI RefSeq,2015/08/16
GCF_000699585.1,replaced,Peptoclostridium litorale DSM 5388,NCBI RefSeq,2023/04/15
GCF_000754455.1,suppressed,actinobacterium acAMD-2,NCBI RefSeq,2014/12/21
GCF_000775355.1,replaced,Yersinia ruckeri,NCBI RefSeq,2017/04/02
GCF_000754435.1,suppressed,actinobacterium acMicro-1,NCBI RefSeq,2014/12/21
GCF_000806455.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2024/05/26
GCF_000623235.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120548,NCBI RefSeq,2023/02/05
GCF_000626695.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100325,NCBI RefSeq,2022/11/11
GCF_000624655.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120528,NCBI RefSeq,2023/02/05
GCF_000624475.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120219,NCBI RefSeq,2023/02/05
GCF_000623215.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120544,NCBI RefSeq,2023/02/05
GCF_000624315.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111515,NCBI RefSeq,2023/02/05
GCF_000624635.1,replaced,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120505,NCBI RefSeq,2023/02/05
GCF_000624295.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111514,NCBI RefSeq,2023/02/05
GCF_000625255.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121812,NCBI RefSeq,2023/02/05
GCF_000624855.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121746,NCBI RefSeq,2023/02/05
GCF_000623975.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093950,NCBI RefSeq,2023/02/05
GCF_000625315.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121969,NCBI RefSeq,2022/11/11
GCF_000624755.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121671,NCBI RefSeq,2023/02/05
GCF_000623895.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093538,NCBI RefSeq,2023/02/05
GCF_000623595.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. SA19943269,NCBI RefSeq,2023/02/05
GCF_000625935.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122031,NCBI RefSeq,2023/02/05
GCF_000625335.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121970,NCBI RefSeq,2022/11/11
GCF_000626075.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20130348,NCBI RefSeq,2023/02/05
GCF_000626015.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20130345,NCBI RefSeq,2023/02/05
GCF_000625895.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122022,NCBI RefSeq,2023/02/05
GCF_000623615.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. SA19960848,NCBI RefSeq,2023/02/05
GCF_000626035.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20130346,NCBI RefSeq,2023/02/05
GCF_000625495.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120590,NCBI RefSeq,2022/11/11
GCF_000625555.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120686,NCBI RefSeq,2023/04/14
GCF_000624975.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120738,NCBI RefSeq,2023/02/05
GCF_000735795.1,suppressed,Mycobacterium tuberculosis,NCBI RefSeq,2014/09/10
GCF_000625515.1,suppressed,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120597,NCBI RefSeq,2023/02/05
GCF_000737945.1,suppressed,Candidatus Atelocyanobacterium thalassa isolate SIO64986,NCBI RefSeq,2014/12/17
GCF_000800185.1,suppressed,Halomonas hydrothermalis,NCBI RefSeq,2022/12/12
GCF_000818805.1,replaced,Hafnia alvei,NCBI RefSeq,2015/01/17
GCF_000755535.1,suppressed,Enterobacteriaceae bacterium ATCC 29904,NCBI RefSeq,2019/12/10
GCF_000820445.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2017/02/21
GCF_000816805.1,suppressed,Bacillus spizizenii,NCBI RefSeq,2015/08/17
GCF_000814145.1,replaced,Escherichia coli,NCBI RefSeq,2023/05/18
GCF_000405005.1,suppressed,Candidatus Altimarinus pacificus JGI 0000068-E11,NCBI RefSeq,2015/01/26
GCF_000725145.1,suppressed,Snodgrassella alvi SCGC AB-598-P14,NCBI RefSeq,2015/01/10
GCF_000833105.1,suppressed,Clostridium beijerinckii,NCBI RefSeq,2023/02/05
GCF_000740855.1,suppressed,Peptococcaceae bacterium SCADC1_2_3,NCBI RefSeq,2015/01/10
GCF_000747345.1,suppressed,Bacillus sp. X1(2014),NCBI RefSeq,2023/12/11
GCF_000784475.1,suppressed,Microbispora sp. NBRC 110460,NCBI RefSeq,2021/12/11
GCF_000820905.1,suppressed,Xenorhabdus nematophila str. Anatoliense,NCBI RefSeq,2015/02/08
GCF_000777235.1,suppressed,Escherichia coli,NCBI RefSeq,2023/04/24
GCF_000753055.1,suppressed,bacterium OL-1,NCBI RefSeq,2019/12/10
GCF_000779395.1,suppressed,Escherichia coli,NCBI RefSeq,2023/03/23
GCF_000777105.1,suppressed,Escherichia coli,NCBI RefSeq,2023/04/24
GCF_000777585.1,suppressed,Escherichia coli,NCBI RefSeq,2023/04/25
GCF_000585055.1,suppressed,Candidatus Accumulibacter appositus,NCBI RefSeq,2015/02/08
GCF_000776285.1,suppressed,Escherichia coli,NCBI RefSeq,2023/04/24
GCF_000853925.1,suppressed,Citrus viroid-I-LSS,NCBI RefSeq,2016/08/08
GCF_000853945.1,suppressed,Eggplant latent viroid,NCBI RefSeq,2018/08/27
GCF_000854145.1,replaced,Isavirus salaris,NCBI RefSeq,2015/02/12
GCF_000854445.1,replaced,Bluetongue virus,NCBI RefSeq,2017/11/03
GCF_000859225.1,suppressed,Gremmeniella abietina RNA virus MS2,NCBI RefSeq,2016/04/08
GCF_000859925.1,suppressed,Equine rhinitis A virus,NCBI RefSeq,2018/08/27
GCF_000611835.1,suppressed,Ooceraea biroi,NCBI RefSeq,2017/01/19
GCF_000880035.1,suppressed,Mycobacterium phage Adjutor,NCBI RefSeq,2016/01/15
GCF_000881355.1,replaced,Morganella phage MmP1,NCBI RefSeq,2015/02/22
GCF_000881575.1,replaced,Jatropha yellow mosaic India virus,NCBI RefSeq,2015/02/22
GCF_000882075.1,suppressed,Tomato leaf curl Togo virus-[Togo:2006],NCBI RefSeq,2016/04/08
GCF_000882175.1,suppressed,Mycobacterium phage Butterscotch,NCBI RefSeq,2016/01/15
GCF_000883195.1,replaced,Botrytis cinerea mitovirus 1,NCBI RefSeq,2015/02/22
GCF_000647595.1,replaced,Pseudomonas aeruginosa 148,NCBI RefSeq,2017/03/06
GCF_000729045.1,replaced,Listeria monocytogenes,NCBI RefSeq,2014/09/19
GCF_000666205.1,suppressed,Mycobacterium tuberculosis variant africanum MAL010071,NCBI RefSeq,2023/06/20
GCF_000666405.1,suppressed,Mycobacterium tuberculosis variant africanum MAL010099,NCBI RefSeq,2023/06/20
GCF_000611995.1,replaced,Pseudomonas aeruginosa PA99,NCBI RefSeq,2022/12/03
GCF_000707565.1,replaced,Vibrio parahaemolyticus,NCBI RefSeq,2015/08/07
GCF_000707325.1,replaced,Vibrio parahaemolyticus,NCBI RefSeq,2015/08/07
GCF_000707525.1,replaced,Vibrio parahaemolyticus,NCBI RefSeq,2017/03/24
GCF_034085455.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034085585.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034085305.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034084485.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034084835.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034085215.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034083055.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034084865.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034084905.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034081165.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034085395.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034082205.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034083015.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034082725.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/05
GCF_034081585.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034085135.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034081945.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/05
GCF_034081745.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034082665.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034081145.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034082565.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034085965.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034085785.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034092125.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034085535.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034086065.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_034085415.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/12/06
GCF_028767835.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028757225.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028757275.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028767785.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028757785.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028758125.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028758445.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028759205.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028757305.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028757805.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028758105.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028758425.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028759065.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_000457365.2,suppressed,Biomphalaria glabrata,NCBI RefSeq,2021/06/07
GCF_028890485.1,suppressed,Planococcus sp. SK3692,NCBI RefSeq,2023/05/24
GCF_028765925.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028766175.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028766765.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028767285.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028767705.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028765645.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028765705.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028767295.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028767415.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028767715.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028767745.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028765725.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028766195.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028766615.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028766925.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028766315.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028766475.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028766945.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028765755.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028765975.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028766585.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028766685.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028766865.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028766985.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/02/22
GCF_028754555.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028754585.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028755695.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028756305.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028757125.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028757465.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028757765.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028758255.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028758735.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028759485.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028759785.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028754635.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028754985.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028755485.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028755905.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028756225.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028756335.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028755745.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028755795.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028755945.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028755965.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028756505.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028757055.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028756425.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028755165.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028756675.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028755565.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028757325.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028756085.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028757645.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028756365.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028757745.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028758045.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028756665.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028756755.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028758345.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028756985.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028758985.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
GCF_028759465.1,suppressed,Escherichia coli,NCBI RefSeq,2023/02/22
