id,version_status,organism_name,annotation_provider,annotation_date
GCF_013173625.1,suppressed,Escherichia coli,NCBI RefSeq,2020/05/27
GCF_013173885.1,suppressed,Escherichia coli,NCBI RefSeq,2020/05/27
GCF_013184065.1,suppressed,Stenotrophomonas maltophilia,NCBI RefSeq,2023/07/18
GCF_000430465.3,suppressed,Rhizobium leguminosarum bv. trifolii TA1,NCBI RefSeq,2023/05/07
GCF_011170185.1,suppressed,Lactiplantibacillus plantarum,NCBI RefSeq,2022/07/26
GCF_013184825.1,suppressed,Streptococcus suis,NCBI RefSeq,2021/06/22
GCF_013187965.1,suppressed,Streptococcus suis,NCBI RefSeq,2020/05/30
GCF_013188165.1,suppressed,Streptococcus suis,NCBI RefSeq,2020/05/30
GCF_013188575.1,suppressed,Streptococcus suis,NCBI RefSeq,2020/05/30
GCF_004936695.1,suppressed,Marinobacter salsuginis SD-14B,NCBI RefSeq,2020/05/01
GCF_005239015.1,suppressed,Mycobacterium tuberculosis,NCBI RefSeq,2023/06/25
GCF_005048925.1,replaced,Staphylococcus aureus,NCBI RefSeq,2019/05/03
GCF_022809315.1,replaced,Mesosutterella faecium,NCBI RefSeq,2023/05/01
GCF_022835555.1,suppressed,Odoribacter laneus,NCBI RefSeq,2022/04/08
GCF_013182625.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/07/13
GCF_013182195.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/07/13
GCF_013182165.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/07/13
GCF_013265875.1,suppressed,Enterococcus faecalis,NCBI RefSeq,2022/07/13
GCF_013182635.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/07/13
GCF_013182345.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/07/13
GCF_013182385.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2022/07/13
GCF_013265625.1,suppressed,Burkholderia pseudomallei,NCBI RefSeq,2023/04/05
GCF_006351725.1,suppressed,Bacillus velezensis,NCBI RefSeq,2021/06/30
GCF_902788675.1,suppressed,Ruminococcus flavefaciens,NCBI RefSeq,2020/06/08
GCF_902792155.1,suppressed,Ruminococcus flavefaciens,NCBI RefSeq,2020/06/08
GCF_902792245.1,suppressed,Fibrobacter succinogenes,NCBI RefSeq,2020/06/08
GCF_902789585.1,suppressed,Ruminococcus flavefaciens,NCBI RefSeq,2020/06/08
GCF_902792495.1,suppressed,Ruminococcus flavefaciens,NCBI RefSeq,2020/06/08
GCF_013304585.1,suppressed,Coprococcus sp. MSK.21.13,NCBI RefSeq,2021/03/28
GCF_902795385.1,suppressed,Fibrobacter succinogenes,NCBI RefSeq,2020/06/09
GCF_902798165.1,suppressed,Fibrobacter succinogenes,NCBI RefSeq,2020/06/09
GCF_013305645.1,replaced,Pseudomonas aeruginosa,NCBI RefSeq,2023/04/16
GCF_902800095.1,suppressed,Fibrobacter succinogenes,NCBI RefSeq,2020/06/10
GCF_013322585.1,suppressed,Enterococcus faecium,NCBI RefSeq,2020/06/12
GCF_013322665.1,suppressed,Enterococcus faecium,NCBI RefSeq,2020/06/12
GCF_013311115.1,suppressed,Enterococcus faecalis,NCBI RefSeq,2020/06/11
GCF_013322785.1,suppressed,Enterococcus faecium,NCBI RefSeq,2020/06/12
GCF_013311255.1,suppressed,Enterococcus faecalis,NCBI RefSeq,2020/06/11
GCF_013314515.1,suppressed,Enterococcus faecalis,NCBI RefSeq,2020/06/11
GCF_013311395.1,suppressed,Enterococcus faecalis,NCBI RefSeq,2020/06/11
GCF_013311605.1,suppressed,Enterococcus faecalis,NCBI RefSeq,2020/06/11
GCF_013311595.1,suppressed,Enterococcus faecalis,NCBI RefSeq,2020/06/11
GCF_013311765.1,suppressed,Enterococcus faecalis,NCBI RefSeq,2020/06/11
GCF_013314145.1,suppressed,Enterococcus faecalis,NCBI RefSeq,2020/06/11
GCF_013312005.1,suppressed,Enterococcus faecalis,NCBI RefSeq,2020/06/11
GCF_013319555.1,suppressed,Enterococcus faecium,NCBI RefSeq,2020/06/11
GCF_013312305.1,suppressed,Enterococcus faecalis,NCBI RefSeq,2020/06/11
GCF_013315225.1,suppressed,Streptococcus pyogenes,NCBI RefSeq,2023/07/24
GCF_013315505.1,suppressed,Streptococcus pyogenes,NCBI RefSeq,2023/07/24
GCF_013328135.1,suppressed,Streptococcus pyogenes,NCBI RefSeq,2023/07/24
GCF_013327985.1,suppressed,Streptococcus pyogenes,NCBI RefSeq,2023/07/24
GCF_013328025.1,suppressed,Streptococcus pyogenes,NCBI RefSeq,2023/07/24
GCF_013328075.1,suppressed,Streptococcus pyogenes,NCBI RefSeq,2023/07/24
GCF_013328175.1,suppressed,Streptococcus pyogenes,NCBI RefSeq,2023/07/24
GCF_013321135.1,suppressed,Rhizobium rhizogenes,NCBI RefSeq,2022/12/13
GCF_013322085.1,suppressed,Rhizobium rhizogenes,NCBI RefSeq,2023/08/23
GCF_013315485.1,suppressed,Streptococcus pyogenes,NCBI RefSeq,2023/07/24
GCF_013322175.1,suppressed,Rhizobium rhizogenes,NCBI RefSeq,2022/12/13
GCF_013315345.1,suppressed,Streptococcus pyogenes,NCBI RefSeq,2023/07/24
GCF_013322065.1,suppressed,Rhizobium rhizogenes,NCBI RefSeq,2022/12/13
GCF_013321615.1,suppressed,Rhizobium rhizogenes,NCBI RefSeq,2023/02/13
GCF_013186015.1,suppressed,Lactiplantibacillus plantarum,NCBI RefSeq,2020/08/31
GCF_903642255.1,suppressed,Sphingomonadaceae bacterium,NCBI RefSeq,2020/06/13
GCF_903642215.1,suppressed,Sphingobacteriaceae bacterium,NCBI RefSeq,2020/06/13
GCF_903642235.1,suppressed,Acidobacteriaceae bacterium,NCBI RefSeq,2020/06/13
GCF_903642225.1,suppressed,Acidobacteriaceae bacterium,NCBI RefSeq,2020/06/13
GCF_903642295.1,suppressed,PVC group bacterium,NCBI RefSeq,2020/06/13
GCF_013337065.1,suppressed,Citrobacter freundii,NCBI RefSeq,2022/04/25
GCF_013336855.1,suppressed,Citrobacter freundii,NCBI RefSeq,2021/07/02
GCF_903642315.1,suppressed,Rhodospirillales bacterium,NCBI RefSeq,2020/07/18
GCF_013344505.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2023/07/25
GCF_013346325.1,suppressed,Paenibacillus alvei,NCBI RefSeq,2020/06/16
GCF_013344005.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/16
GCF_013344125.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/07/25
GCF_013345295.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/07/25
GCF_013344945.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/07/25
GCF_013344265.1,suppressed,Streptococcus suis,NCBI RefSeq,2023/07/25
GCF_013344425.1,suppressed,Streptococcus suis,NCBI RefSeq,2020/06/16
GCF_013343775.1,suppressed,Streptococcus suis,NCBI RefSeq,2023/07/24
GCF_013348865.1,suppressed,Salmonella enterica,NCBI RefSeq,2023/10/29
GCF_013348725.1,suppressed,Ectothiorhodospiraceae bacterium 2226,NCBI RefSeq,2020/06/17
GCF_902141815.1,suppressed,Burkholderia pseudomallei,NCBI RefSeq,2022/12/27
GCF_013350955.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013350665.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013350945.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013351145.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013351175.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013351595.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013351105.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013352435.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013351745.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013352585.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013352615.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013351905.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013352415.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013353065.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013352905.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013352555.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013351675.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_013352775.1,suppressed,Escherichia coli,NCBI RefSeq,2020/06/18
GCF_902830515.1,suppressed,Burkholderia cenocepacia,NCBI RefSeq,2022/04/09
GCF_013366385.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/07/28
GCF_013366585.1,replaced,Klebsiella quasipneumoniae,NCBI RefSeq,2022/08/10
GCF_013367695.1,suppressed,Mycobacterium tuberculosis variant africanum,NCBI RefSeq,2020/06/23
GCF_013366635.1,replaced,Klebsiella quasipneumoniae,NCBI RefSeq,2022/12/01
GCF_002775015.1,suppressed,[Candida] auris,Centers for Disease Control and Prevention,2022/04/18
GCF_004919245.1,suppressed,Salmonella enterica subsp. enterica serovar Typhimurium,NCBI RefSeq,2020/02/03
GCF_004919265.1,suppressed,"Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-",NCBI RefSeq,2020/02/03
GCF_004923205.1,suppressed,Paracoccus aeridis,NCBI RefSeq,2019/05/01
GCF_004923415.1,replaced,Salmonella enterica subsp. enterica serovar Worthington,NCBI RefSeq,2019/05/03
GCF_004936705.1,suppressed,"Salmonella enterica subsp. arizonae serovar 18:z4,z23:- str. CVM 32450",NCBI RefSeq,2022/11/01
GCF_004801705.1,suppressed,Muribaculaceae bacterium,NCBI RefSeq,2020/04/23
GCF_004803565.1,replaced,Klebsiella sp. Z2,NCBI RefSeq,2019/04/24
GCF_004804065.1,suppressed,Escherichia coli,NCBI RefSeq,2023/06/03
GCF_004801755.1,suppressed,Bacteroidales bacterium,NCBI RefSeq,2020/04/23
GCF_004827385.1,suppressed,Ensifer sp. MPMI2T,NCBI RefSeq,2022/08/01
GCF_004634155.1,suppressed,Esox lucius,NCBI RefSeq,2019/05/03
GCF_022985635.1,replaced,Rhodococcus opacus,NCBI RefSeq,2022/08/20
GCF_023076545.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023076165.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023077435.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023076265.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023075975.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023076835.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023077035.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023077255.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023075435.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023076865.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023076975.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023076895.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023077175.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023074995.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023077335.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023076905.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023077355.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023075785.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023076135.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023076985.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023076105.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023075595.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023076355.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023076395.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023077515.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023075635.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023077575.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023075175.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023075995.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023076095.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_023076315.1,suppressed,Ralstonia solanacearum,NCBI RefSeq,2022/04/21
GCF_902812655.1,suppressed,Candidatus Frankia meridionalis,NCBI RefSeq,2022/07/17
GCF_013359925.1,suppressed,Enterobacteriaceae bacterium BIT-l23,NCBI RefSeq,2020/06/19
GCF_013363585.1,suppressed,Streptomyces sp. CAI-78,NCBI RefSeq,2023/07/27
GCF_013363715.1,suppressed,Streptomyces sp. CAI-21,NCBI RefSeq,2023/07/27
GCF_013369205.1,replaced,Escherichia sp. 0.2392,NCBI RefSeq,2020/06/25
GCF_013369055.1,replaced,Escherichia sp. 14.0993,NCBI RefSeq,2020/06/25
GCF_013369155.1,replaced,Escherichia sp. 94.0001,NCBI RefSeq,2020/06/25
GCF_013181785.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/07/29
GCF_013181985.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/07/29
GCF_013182025.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/07/29
GCF_013182085.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/07/29
GCF_013181965.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2023/07/29
GCF_903811775.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/25
GCF_903811495.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/25
GCF_903811555.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/25
GCF_903811625.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/25
GCF_903811725.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/25
GCF_903811825.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/25
GCF_903811745.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/25
GCF_903811705.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/25
GCF_903811855.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/25
GCF_903811965.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/25
GCF_903811535.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/25
GCF_903811915.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/25
GCF_903811835.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/25
GCF_903811885.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/25
GCF_011516665.2,replaced,Bradyrhizobium sp. 41S5,NCBI RefSeq,2021/04/13
GCF_013339905.1,suppressed,Hippoglossus stenolepis,NCBI RefSeq,2020/06/26
GCF_903812065.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812115.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812455.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903811985.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812425.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812155.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812135.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812595.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812305.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812655.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812495.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812535.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812715.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812755.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812555.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903813055.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812885.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903801365.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812945.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903801585.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903801555.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903800805.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903801465.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903801545.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903812985.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903801105.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_903801425.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/06/26
GCF_900768545.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/04
GCF_900772305.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/04
GCF_900766245.1,suppressed,Veillonellaceae bacterium,NCBI RefSeq,2020/07/04
GCF_900771725.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/04
GCF_900756375.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/04
GCF_900758855.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/04
GCF_900759405.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/04
GCF_900757965.1,suppressed,Fusobacteriaceae bacterium,NCBI RefSeq,2020/07/04
GCF_013378695.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_013378945.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_013378905.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_013378755.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_900756905.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/04
GCF_013378785.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_900754695.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/04
GCF_013378845.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_013378895.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_013379085.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_013379405.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_013379505.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_013379495.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_013379345.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_013379425.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_013382015.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_013382065.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_013380785.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_013381275.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_013381105.1,suppressed,Listeria monocytogenes,NCBI RefSeq,2020/07/04
GCF_900753325.1,suppressed,Bacilli bacterium,NCBI RefSeq,2020/07/08
GCF_900768035.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/08
GCF_900772535.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/08
GCF_013390365.1,suppressed,Marine Group I thaumarchaeote,NCBI RefSeq,2020/07/08
GCF_013390755.1,suppressed,Marine Group I thaumarchaeote,NCBI RefSeq,2020/07/08
GCF_900764435.1,suppressed,Pasteurellaceae bacterium,NCBI RefSeq,2020/07/08
GCF_900767825.1,suppressed,Bacilli bacterium,NCBI RefSeq,2020/07/08
GCF_013390785.1,suppressed,Marine Group I thaumarchaeote,NCBI RefSeq,2020/07/08
GCF_900754795.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/08
GCF_013390385.1,suppressed,Marine Group I thaumarchaeote,NCBI RefSeq,2020/07/08
GCF_900767955.1,suppressed,Spirochaetia bacterium,NCBI RefSeq,2020/07/08
GCF_900751825.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/08
GCF_900756395.1,suppressed,Eggerthellaceae bacterium,NCBI RefSeq,2020/07/08
GCF_900756465.1,suppressed,Rikenellaceae bacterium,NCBI RefSeq,2020/07/08
GCF_900769325.1,suppressed,Spirochaetia bacterium,NCBI RefSeq,2020/07/08
GCF_900755195.1,suppressed,Bacteroidales bacterium,NCBI RefSeq,2020/07/08
GCF_900753265.1,suppressed,Rikenellaceae bacterium,NCBI RefSeq,2020/07/08
GCF_900760085.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/08
GCF_900765225.1,suppressed,Bacteroidaceae bacterium,NCBI RefSeq,2020/07/08
GCF_900752725.1,suppressed,Bacteroidaceae bacterium,NCBI RefSeq,2020/07/08
GCF_900766045.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/08
GCF_900753995.1,suppressed,Lachnospiraceae bacterium,NCBI RefSeq,2020/07/08
GCF_900760335.1,suppressed,Bacteroidaceae bacterium,NCBI RefSeq,2020/07/08
GCF_900765555.1,suppressed,Bacteroidaceae bacterium,NCBI RefSeq,2020/07/08
GCF_013390685.1,replaced,Enterobacter sp. SECR18-0236,NCBI RefSeq,2020/07/08
GCF_900769465.1,suppressed,Bacteroidaceae bacterium,NCBI RefSeq,2020/07/08
GCF_900760755.1,suppressed,Bacteroidaceae bacterium,NCBI RefSeq,2020/07/08
GCF_900761385.1,suppressed,Bacteroidaceae bacterium,NCBI RefSeq,2020/07/08
GCF_013390705.1,suppressed,Vibrio parahaemolyticus,NCBI RefSeq,2022/08/04
GCF_900761725.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/08
GCF_900757245.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/08
GCF_013390665.1,suppressed,Pseudonocardia pini,NCBI RefSeq,2023/11/12
GCF_900772055.1,suppressed,Mycoplasmatales bacterium,NCBI RefSeq,2020/07/09
GCF_900753475.1,suppressed,Alphaproteobacteria bacterium,NCBI RefSeq,2020/07/09
GCF_900771395.1,suppressed,Alphaproteobacteria bacterium,NCBI RefSeq,2020/07/09
GCF_900771925.1,suppressed,Alphaproteobacteria bacterium,NCBI RefSeq,2020/07/09
GCF_900772145.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900758995.1,suppressed,Peptostreptococcaceae bacterium,NCBI RefSeq,2020/07/09
GCF_900765285.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900755385.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900760665.1,suppressed,Opitutales bacterium,NCBI RefSeq,2020/07/09
GCF_900769355.1,suppressed,Candidatus Gastranaerophilales bacterium,NCBI RefSeq,2020/07/09
GCF_900763975.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900751745.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900766495.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900754505.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900770465.1,suppressed,Bacilli bacterium,NCBI RefSeq,2020/07/09
GCF_900767135.1,suppressed,Candidatus Gastranaerophilales bacterium,NCBI RefSeq,2020/07/09
GCF_900759355.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900752815.1,suppressed,Bacteroidaceae bacterium,NCBI RefSeq,2020/07/09
GCF_900757775.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900762735.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900768805.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900758145.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900760975.1,suppressed,Bacilli bacterium,NCBI RefSeq,2020/07/09
GCF_900755035.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900757785.1,suppressed,Bacteroidaceae bacterium,NCBI RefSeq,2020/07/09
GCF_900760915.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900760695.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900753745.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900754335.1,suppressed,Bacteroidales bacterium,NCBI RefSeq,2020/07/09
GCF_900770705.1,suppressed,Bacteroidaceae bacterium,NCBI RefSeq,2020/07/09
GCF_900770205.1,suppressed,Desulfovibrionaceae bacterium,NCBI RefSeq,2020/07/09
GCF_900772315.1,suppressed,Candidatus Gastranaerophilales bacterium,NCBI RefSeq,2020/07/09
GCF_900764115.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900768215.1,suppressed,Bacteroidales bacterium,NCBI RefSeq,2020/07/09
GCF_900752685.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900761685.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900770255.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900771615.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900766435.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900755675.1,suppressed,Bacteroidales bacterium,NCBI RefSeq,2020/07/09
GCF_900767715.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_900769305.1,suppressed,Clostridia bacterium,NCBI RefSeq,2020/07/09
GCF_013406815.1,suppressed,Staphylococcus aureus,NCBI RefSeq,2020/07/14
GCF_013408505.1,suppressed,Klebsiella pneumoniae,NCBI RefSeq,2023/03/19
GCF_013410675.1,suppressed,Chryseobacterium sp. H1D6C,NCBI RefSeq,2020/11/09
GCF_013409135.1,suppressed,Stutzerimonas kunmingensis,NCBI RefSeq,2021/07/23
GCF_013407755.1,suppressed,Xanthomonas arboricola,NCBI RefSeq,2021/07/23
GCF_013409245.1,suppressed,Sphingomonas sp. R1S6C,NCBI RefSeq,2021/07/23
GCF_013409545.1,suppressed,Dietzia sp. MeA6-2017,NCBI RefSeq,2021/07/23
GCF_013410685.1,suppressed,Comamonas sp. B9U6D,NCBI RefSeq,2021/07/23
GCF_013408865.1,suppressed,Modestobacter sp. DSM 46791,NCBI RefSeq,2021/07/23
GCF_013410795.1,suppressed,Pseudomonas sp. H1D6A,NCBI RefSeq,2021/07/23
GCF_013407735.1,suppressed,Methylobacterium sp. YL-MPn6-2016,NCBI RefSeq,2021/04/13
