,metagenome_id,Domain,Phylum,Class,Order,Family,Genus,Species
207,3300000059_12,1.0,1.0,1.0,1.0,1.0,0.0,0.0
208,3300000059_15,1.0,1.0,1.0,1.0,1.0,0.0,0.0
209,3300000059_16,1.0,1.0,1.0,1.0,1.0,1.0,0.0
210,3300000059_17,1.0,1.0,1.0,1.0,1.0,0.0,0.0
211,3300000059_18,1.0,1.0,1.0,1.0,0.0,0.0,0.0
212,3300000059_20,1.0,1.0,0.0,0.0,0.0,0.0,0.0
213,3300000059_23,1.0,1.0,1.0,1.0,1.0,0.0,0.0
214,3300000059_5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
215,3300000059_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
216,3300000059_8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
217,3300000059_9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
218,3300000062_12,1.0,1.0,1.0,1.0,1.0,1.0,0.0
219,3300000062_13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
220,3300000062_14,1.0,1.0,1.0,1.0,1.0,0.0,0.0
221,3300000062_17,1.0,1.0,1.0,1.0,1.0,1.0,0.0
222,3300000062_19,1.0,1.0,1.0,1.0,1.0,0.0,0.0
223,3300000062_20,1.0,1.0,1.0,1.0,1.0,0.0,0.0
224,3300000062_22,1.0,1.0,1.0,1.0,1.0,1.0,0.0
225,3300000062_23,1.0,1.0,1.0,1.0,0.0,0.0,0.0
226,3300000062_25,1.0,1.0,1.0,1.0,1.0,0.0,0.0
227,3300000062_26,1.0,1.0,1.0,1.0,1.0,1.0,0.0
228,3300000062_28,1.0,1.0,1.0,0.0,0.0,0.0,0.0
229,3300000062_31,1.0,1.0,1.0,0.0,0.0,0.0,0.0
230,3300000062_32,1.0,1.0,1.0,1.0,1.0,0.0,0.0
231,3300000062_33,1.0,1.0,1.0,1.0,1.0,1.0,0.0
232,3300000062_34,1.0,1.0,1.0,1.0,1.0,1.0,0.0
233,3300000062_35,1.0,1.0,1.0,1.0,1.0,0.0,0.0
234,3300000062_37,1.0,1.0,1.0,1.0,1.0,1.0,0.0
235,3300000062_38,1.0,1.0,1.0,1.0,1.0,0.0,0.0
236,3300000062_40,1.0,1.0,1.0,1.0,1.0,0.0,0.0
237,3300000062_44,1.0,1.0,1.0,1.0,0.0,0.0,0.0
238,3300000062_46,1.0,1.0,1.0,1.0,1.0,0.0,0.0
239,3300000062_48,1.0,1.0,1.0,1.0,1.0,0.0,0.0
240,3300000062_59,1.0,1.0,1.0,1.0,1.0,0.0,0.0
241,3300000062_7,1.0,1.0,1.0,1.0,1.0,0.0,0.0
242,3300000062_8,1.0,1.0,1.0,1.0,1.0,0.0,0.0
243,3300000089_5,1.0,1.0,1.0,1.0,1.0,0.0,0.0
244,3300000094_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
245,3300000097_4,1.0,1.0,1.0,1.0,1.0,0.0,0.0
246,3300000101_19,1.0,1.0,1.0,1.0,1.0,1.0,0.0
247,3300000101_23,1.0,1.0,1.0,1.0,1.0,1.0,1.0
248,3300000101_34,1.0,1.0,1.0,1.0,1.0,1.0,0.0
249,3300000101_35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
250,3300000101_36,1.0,1.0,1.0,1.0,1.0,1.0,0.0
251,3300000101_39,1.0,1.0,1.0,1.0,1.0,1.0,1.0
252,3300000101_40,1.0,1.0,1.0,1.0,1.0,1.0,0.0
253,3300000101_41,1.0,1.0,1.0,1.0,1.0,1.0,1.0
254,3300000101_43,1.0,1.0,1.0,1.0,1.0,1.0,1.0
255,3300000107_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
256,3300000110_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
257,3300000110_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
258,3300000111_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
259,3300000111_6,1.0,1.0,1.0,1.0,1.0,0.0,0.0
260,3300000115_11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
261,3300000115_15,1.0,1.0,1.0,1.0,1.0,1.0,1.0
262,3300000115_16,1.0,1.0,1.0,1.0,1.0,1.0,1.0
263,3300000115_23,1.0,1.0,1.0,1.0,1.0,1.0,0.0
264,3300000115_26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
265,3300000115_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
266,3300000115_8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
267,3300000115_9,1.0,1.0,1.0,1.0,1.0,1.0,1.0
268,3300000116_15,1.0,1.0,1.0,1.0,1.0,1.0,1.0
269,3300000116_17,1.0,1.0,1.0,1.0,1.0,1.0,1.0
270,3300000116_29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
271,3300000116_5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
272,3300000116_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,3300000117_12,1.0,1.0,1.0,1.0,1.0,1.0,1.0
274,3300000117_41,1.0,1.0,1.0,1.0,1.0,1.0,0.0
275,3300000119_8,1.0,1.0,1.0,1.0,1.0,0.0,0.0
276,3300000123_13,1.0,1.0,1.0,1.0,1.0,0.0,0.0
277,3300000123_6,1.0,1.0,1.0,1.0,1.0,0.0,0.0
278,3300000124_6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
279,3300000124_8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
280,3300000125_1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
281,3300000129_10,1.0,1.0,1.0,1.0,1.0,0.0,0.0
282,3300000129_11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
283,3300000129_12,1.0,1.0,1.0,1.0,1.0,1.0,0.0
284,3300000129_13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
285,3300000129_8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
286,3300000130_7,1.0,1.0,1.0,1.0,1.0,0.0,0.0
287,3300000131_1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
288,3300000132_10,1.0,1.0,1.0,1.0,1.0,0.0,0.0
289,3300000132_4,1.0,1.0,1.0,1.0,1.0,0.0,0.0
290,3300000136_20,1.0,1.0,1.0,1.0,1.0,1.0,0.0
291,3300000136_7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
292,3300000137_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
293,3300000140_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
294,3300000142_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
295,3300000144_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
296,3300000145_1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
297,3300000145_10,1.0,1.0,1.0,1.0,1.0,1.0,0.0
298,3300000145_13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
299,3300000145_24,1.0,1.0,1.0,1.0,1.0,1.0,1.0
300,3300000145_3,1.0,1.0,1.0,0.0,0.0,0.0,0.0
301,3300000145_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
302,3300000145_5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
303,3300000145_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
304,3300000145_8,1.0,1.0,1.0,1.0,0.0,0.0,0.0
305,3300000145_9,1.0,1.0,1.0,1.0,1.0,1.0,1.0
306,3300000146_12,1.0,1.0,1.0,1.0,1.0,1.0,1.0
307,3300000146_14,1.0,1.0,1.0,1.0,1.0,1.0,0.0
308,3300000146_15,1.0,1.0,1.0,1.0,1.0,1.0,0.0
309,3300000146_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
310,3300000146_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
311,3300000146_4,1.0,1.0,1.0,1.0,0.0,0.0,0.0
312,3300000146_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
313,3300000147_4,1.0,1.0,1.0,1.0,0.0,0.0,0.0
314,3300000148_10,1.0,1.0,1.0,1.0,1.0,1.0,0.0
315,3300000148_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
316,3300000150_15,1.0,1.0,1.0,1.0,1.0,1.0,0.0
317,3300000150_16,1.0,1.0,1.0,1.0,1.0,1.0,1.0
318,3300000150_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
319,3300000150_5,1.0,1.0,1.0,1.0,0.0,0.0,0.0
320,3300000150_8,1.0,1.0,1.0,1.0,1.0,0.0,0.0
321,3300000150_9,1.0,1.0,1.0,1.0,0.0,0.0,0.0
322,3300000151_11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
323,3300000151_12,1.0,1.0,1.0,1.0,0.0,0.0,0.0
324,3300000151_19,1.0,1.0,1.0,1.0,1.0,0.0,0.0
325,3300000151_21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
326,3300000151_24,1.0,1.0,1.0,1.0,1.0,1.0,0.0
327,3300000151_27,1.0,1.0,1.0,1.0,1.0,1.0,1.0
328,3300000151_5,1.0,1.0,1.0,1.0,1.0,0.0,0.0
329,3300000151_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0
330,3300000151_9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
331,3300000152_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
332,3300000153_10,1.0,1.0,1.0,1.0,1.0,1.0,1.0
333,3300000153_14,1.0,1.0,1.0,1.0,1.0,1.0,1.0
334,3300000153_17,1.0,1.0,1.0,1.0,1.0,1.0,1.0
335,3300000153_21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
336,3300000153_5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
337,3300000153_8,1.0,1.0,1.0,1.0,1.0,0.0,0.0
338,3300000153_9,1.0,1.0,1.0,1.0,0.0,0.0,0.0
339,3300000154_10,1.0,1.0,1.0,1.0,1.0,1.0,0.0
340,3300000154_13,1.0,1.0,1.0,1.0,0.0,0.0,0.0
341,3300000154_14,1.0,1.0,1.0,1.0,0.0,0.0,0.0
342,3300000154_15,1.0,1.0,1.0,1.0,1.0,1.0,0.0
343,3300000154_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,3300000154_21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
345,3300000154_24,1.0,1.0,1.0,1.0,1.0,0.0,0.0
346,3300000154_31,1.0,1.0,1.0,1.0,1.0,0.0,0.0
347,3300000154_4,1.0,1.0,1.0,1.0,1.0,0.0,0.0
348,3300000154_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0
349,3300000154_9,1.0,1.0,1.0,1.0,1.0,0.0,0.0
350,3300000155_2,1.0,1.0,1.0,1.0,1.0,0.0,0.0
351,3300000155_8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
352,3300000157_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
353,3300000158_14,1.0,1.0,1.0,1.0,1.0,1.0,1.0
354,3300000158_15,1.0,1.0,1.0,1.0,1.0,1.0,1.0
355,3300000158_21,1.0,1.0,1.0,1.0,1.0,1.0,1.0
356,3300000158_7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
357,3300000160_1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
358,3300000160_10,1.0,1.0,1.0,1.0,1.0,0.0,0.0
359,3300000160_12,1.0,1.0,1.0,1.0,1.0,0.0,0.0
360,3300000160_13,1.0,1.0,1.0,1.0,0.0,0.0,0.0
361,3300000160_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
362,3300000160_3,1.0,1.0,1.0,0.0,0.0,0.0,0.0
363,3300000160_4,1.0,1.0,1.0,1.0,0.0,0.0,0.0
364,3300000160_8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
365,3300000161_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
366,3300000162_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
367,3300000162_3,1.0,1.0,1.0,1.0,1.0,0.0,0.0
368,3300000162_6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
369,3300000164_11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
370,3300000164_12,1.0,1.0,1.0,1.0,1.0,1.0,0.0
371,3300000164_13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
372,3300000164_15,1.0,1.0,1.0,1.0,1.0,0.0,0.0
373,3300000164_18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
374,3300000164_19,1.0,1.0,1.0,1.0,1.0,0.0,0.0
