,metagenome_id,Domain,Phylum,Class,Order,Family,Genus,Species
12546,3300011607_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12547,3300011608_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12548,3300011608_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12549,3300011608_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12550,3300011609_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12551,3300011609_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12552,3300011609_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12553,3300011609_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12554,3300011610_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12555,3300011610_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12556,3300011612_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12557,3300011612_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12558,3300011612_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12559,3300011612_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12560,3300011613_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12561,3300011613_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12562,3300011614_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12563,3300011614_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12564,3300011614_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12565,3300011615_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12566,3300011615_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12567,3300011616_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12568,3300011616_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12569,3300011616_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12570,3300011616_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12571,3300011616_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12572,3300011617_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12573,3300011617_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12574,3300011617_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12575,3300011617_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12576,3300011618_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12577,3300011618_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12578,3300011618_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12579,3300011619_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12580,3300011619_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12581,3300011619_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12582,3300011619_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12583,3300011620_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12584,3300011620_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12585,3300011621_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12586,3300011621_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12587,3300011621_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12588,3300011622_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12589,3300011622_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12590,3300011622_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12591,3300011623_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12592,3300011623_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12593,3300011624_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12594,3300011624_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12595,3300011624_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12596,3300011626_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12597,3300011626_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12598,3300011626_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12599,3300011627_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12600,3300011627_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12601,3300011628_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12602,3300011628_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12603,3300011629_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12604,3300011629_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12605,3300011629_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12606,3300011630_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12607,3300011630_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12608,3300011630_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12609,3300011630_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12610,3300011631_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12611,3300011631_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12612,3300011631_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12613,3300011631_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12614,3300011632_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12615,3300011632_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12616,3300011633_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12617,3300011633_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12618,3300011634_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12619,3300011634_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12620,3300011634_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12621,3300011634_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12622,3300011634_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12623,3300011635_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12624,3300011635_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12625,3300011636_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12626,3300011636_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12627,3300011636_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12628,3300011636_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12629,3300011637_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12630,3300011637_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12631,3300011637_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12632,3300011639_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12633,3300011639_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12634,3300011639_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12635,3300011639_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12636,3300011640_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12637,3300011641_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12638,3300011641_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12639,3300011641_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12640,3300011641_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12641,3300011641_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12642,3300011642_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12643,3300011643_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12644,3300011643_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12645,3300011645_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12646,3300011645_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12647,3300011645_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12648,3300011646_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12649,3300011646_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12650,3300011649_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12651,3300011649_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12652,3300011649_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12653,3300011649_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12654,3300011649_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12655,3300011650_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12656,3300011650_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12657,3300011650_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12658,3300011651_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12659,3300011651_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12660,3300011652_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12661,3300011653_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12662,3300011653_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12663,3300011653_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12664,3300011654_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12665,3300011654_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12666,3300011656_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12667,3300011656_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12668,3300011657_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12669,3300011657_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12670,3300011657_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12671,3300011658_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12672,3300011658_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12673,3300011658_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12674,3300011659_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12675,3300011659_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12676,3300011659_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12677,3300011660_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12678,3300011663_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12679,3300011663_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12680,3300011663_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12681,3300011665_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12682,3300011665_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12683,3300011665_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12684,3300011665_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12685,3300011665_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12686,3300011666_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12687,3300011666_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12688,3300011667_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12689,3300011667_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12690,3300011668_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12691,3300011668_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12692,3300011668_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12693,3300011668_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12694,3300011669_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12695,3300011669_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12696,3300011669_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12697,3300011670_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12698,3300011670_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12699,3300011670_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12700,3300011671_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12701,3300011671_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12702,3300011671_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12703,3300011672_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12704,3300011673_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12705,3300011673_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12706,3300011674_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12707,3300011674_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12708,3300011675_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12709,3300011675_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12710,3300011675_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12711,3300011675_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12712,3300011676_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12713,3300011676_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12714,3300011676_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12715,3300011677_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12716,3300011677_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12717,3300011677_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12718,3300011678_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12719,3300011678_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12720,3300011678_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12721,3300011679_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12722,3300011679_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12723,3300011679_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12724,3300011679_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12725,3300011681_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12726,3300011681_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12727,3300011681_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12728,3300011681_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12729,3300011682_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12730,3300011682_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12731,3300011683_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12732,3300011683_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12733,3300011683_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12734,3300011683_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12735,3300011684_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12736,3300011685_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12737,3300011686_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12738,3300011686_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12739,3300011688_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12740,3300011689_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12741,3300011689_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12742,3300011690_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12743,3300011690_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12744,3300011690_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12745,3300011691_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12746,3300011692_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12747,3300011692_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12748,3300011692_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12749,3300011693_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12750,3300011694_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12751,3300011694_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12752,3300011694_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12753,3300011694_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12754,3300011695_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12755,3300011695_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12756,3300011695_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12757,3300011695_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12758,3300011696_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12759,3300011696_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12760,3300011696_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12761,3300011697_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12762,3300011697_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12763,3300011697_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12764,3300011697_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12765,3300011698_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12766,3300011699_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12767,3300011699_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12768,3300011699_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12769,3300011700_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12770,3300011700_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12771,3300011701_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12772,3300011701_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12773,3300011701_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12774,3300011701_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12775,3300011701_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12776,3300011701_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12777,3300011702_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12778,3300011703_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12779,3300011703_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12780,3300011703_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12781,3300011704_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12782,3300011704_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12783,3300011704_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12784,3300011704_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12785,3300011706_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12786,3300011706_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12787,3300011706_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12788,3300011706_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12789,3300011707_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12790,3300011707_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12791,3300011707_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12792,3300011707_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12793,3300011707_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12794,3300011708_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12795,3300011708_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12796,3300011708_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12797,3300011709_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12798,3300011710_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12799,3300011710_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12800,3300011710_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12801,3300011710_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12802,3300011710_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12803,3300011711_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12804,3300011711_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12805,3300011712_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12806,3300011712_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12807,3300011712_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12808,3300011713_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12809,3300011713_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12810,3300011713_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12811,3300011713_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12812,3300011713_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12813,3300011714_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12814,3300011714_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12815,3300011714_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12816,3300011715_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12817,3300011715_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12818,3300011715_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12819,3300011715_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12820,3300011716_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12821,3300011717_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12822,3300011717_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12823,3300011717_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12824,3300011717_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12825,3300011717_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12826,3300011718_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12827,3300011719_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12828,3300011719_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12829,3300011719_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12830,3300011719_4,1.0,1.0,1.0,1.0,1.0,0.0,0.0
12831,3300011720_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12832,3300011720_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12833,3300011721_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12834,3300011721_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12835,3300011721_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12836,3300011721_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12837,3300011721_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12838,3300011723_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12839,3300011723_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12840,3300011724_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12841,3300011724_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12842,3300011724_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12843,3300011724_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12844,3300011724_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12845,3300011725_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12846,3300011725_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12847,3300011725_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12848,3300011726_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12849,3300011726_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12850,3300011726_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12851,3300011727_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12852,3300011727_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12853,3300011727_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12854,3300011727_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12855,3300011728_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12856,3300011728_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12857,3300011728_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12858,3300011729_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12859,3300011729_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12860,3300011729_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12861,3300011729_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12862,3300011729_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12863,3300011730_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12864,3300011730_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12865,3300011730_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12866,3300011731_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12867,3300011731_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12868,3300011731_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12869,3300011731_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12870,3300011732_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12871,3300011733_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12872,3300011733_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12873,3300011734_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12874,3300011735_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12875,3300011735_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12876,3300011735_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12877,3300011736_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12878,3300011736_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12879,3300011736_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12880,3300011736_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12881,3300011736_6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12882,3300011737_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12883,3300011738_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12884,3300011738_2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12885,3300011738_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12886,3300011738_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12887,3300011738_5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12888,3300011739_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12889,3300011739_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12890,3300011739_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12891,3300011740_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12892,3300011741_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12893,3300011741_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12894,3300011742_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12895,3300011742_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12896,3300011742_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12897,3300011742_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12898,3300011743_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12899,3300011743_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12900,3300011743_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12901,3300011743_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12902,3300011744_1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12903,3300011744_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12904,3300011744_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12905,3300011745_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12906,3300011745_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12907,3300011745_4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12908,3300011746_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12909,3300011746_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12910,3300011747_3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12911,3300011747_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12912,3300011747_5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
